1720.383482	16558.500359
186.452961	2512.263238
3489.281844	29024.875182
288.358997	4648.063997
4371.918430	34801.696829
4444.650293	38101.411359
1029.567442	10566.574589
3994.321567	32534.466121
1932.124194	16720.960851
2830.862914	23172.903708
3109.493360	24677.766418
3968.937045	32256.877298
40.025811	1434.339916
3625.460823	29876.656205
4040.939875	34154.511120
871.989658	7367.098446
3426.558628	27789.703324
2485.772016	20848.638590
3347.061469	28189.120845
853.989779	8399.047741
3032.988055	24214.871411
2516.724166	22381.955809
4311.148098	35071.420045
529.965768	4945.812262
3859.962252	32605.752516
2474.953238	20795.071504
3420.484105	27972.832810
3309.494703	28303.240771
3305.798892	27358.619734
370.122057	4341.169896
486.709669	4602.321930
3108.062124	26978.591953
2300.554336	18587.630044
829.108768	6959.053364
3367.965153	27700.157942
3366.595701	27520.018169
1981.738616	16234.784998
463.508701	4448.924938
2394.365595	19570.845493
2536.159001	20851.035525
4354.303155	34513.453207
3223.783457	27212.566545
1455.002516	12450.505417
1235.297172	12645.908329
3468.233684	28448.153895
2107.540174	19074.705628
2847.530946	22695.346584
2868.211650	22818.725892
809.436434	8632.977708
795.701081	8812.177105
380.418962	5512.105156
578.354791	6000.614587
45.616645	986.618837
3655.044289	30429.319989
2035.337965	16844.276762
3694.310090	30110.287166
1202.315526	10678.912146
4164.428375	34596.465573
3451.371704	27591.110628
2418.119452	20314.767543
2005.144775	18605.676936
874.548741	9842.189974
4741.261923	39818.995541
0.760998	336.449732
2440.080809	19814.919932
4728.099943	39161.333709
4958.758864	39480.822128
182.657349	1450.140051
1348.318225	12987.712632
2444.357750	21401.130105
28.904926	912.265157
4773.297307	38565.944156
3056.761384	26586.720586
3888.538498	31720.594902
4337.451227	35157.233232
3427.738474	27969.545343
832.317572	9177.285201
1195.271719	9816.383271
3045.047607	24848.875992
1124.277846	9200.703576
1992.494795	16301.459841
3305.628185	27367.045805
1158.832522	11276.435185
1955.629167	17002.172539
2325.987172	21072.870709
890.806937	8472.362021
538.654754	4667.169518
3586.112551	30576.313189
4601.829925	37953.165508
103.549222	3184.170905
3781.308995	32084.720123
281.877148	5001.983286
2833.574912	23341.676375
187.206057	2010.735649
2673.181583	21971.199560
1363.750930	13606.797877
2163.861693	19949.701322
1616.930036	14807.390975
3157.664648	27167.254351
829.844962	6866.509132
2972.546116	24589.090950
2838.543918	24601.485735
2384.756141	19753.402123
2106.617006	17886.375366
3899.307516	32227.156618
925.867211	8945.640750
741.453925	6600.487346
2294.243075	20326.331666
2684.893225	22765.990591
4453.651355	35508.940898
3792.933036	30548.506558
23.751184	762.299156
486.781397	4842.032061
4279.488944	36100.569197
213.240420	1755.478435
4128.097866	34625.636280
1829.985802	15682.174276
1696.987407	15977.054668
3391.298250	29157.370542
1201.328007	10894.593635
1013.770639	9310.201114
4971.222272	40448.853484
3334.939579	27787.858437
330.253402	3229.076993
4746.914478	40488.477277
1377.907610	13043.488783
601.307038	5606.206252
4496.642241	36287.641318
3042.340015	26375.478069
4732.534485	39457.524761
3885.465089	33107.738448
1441.366971	11851.750701
827.274130	8438.957453
4930.192837	41601.713954
1941.958788	16068.460192
1509.178142	13733.304740
3258.716063	26712.766782
4710.953995	38289.349786
3745.865758	29709.792976
2613.488446	22806.923871
4825.112151	40632.669463
2032.627744	16363.928465
393.054851	4032.425402
1514.507626	14063.338858
305.401168	3168.454713
1690.975300	15915.084785
107.674454	2732.699038
4906.317149	39442.330696
1270.696647	12971.865646
153.520962	3144.209277
968.030827	8669.026632
1168.384862	11795.211956
3143.099518	25435.897050
820.402529	7634.868239
920.546251	9355.438124
381.745505	3472.634658
2425.287032	20668.429572
1172.077591	10979.432925
3943.643234	32864.357717
1253.736746	12484.983237
3933.627326	32939.860193
3439.910660	29685.230402
1077.054316	10543.128299
4976.250366	40844.215737
3182.737792	25300.280143
560.406398	6931.544595
1792.470432	15242.163840
3377.515505	29727.324985
2608.130117	23187.543104
1824.535221	16576.200504
2631.809010	22180.210142
4274.334772	33907.313642
4620.653975	36885.398283
2875.437922	24925.719482
3132.997578	27305.743142
2813.341610	23535.018034
2073.886714	17186.995548
1107.926679	10670.612150
4599.480077	37100.259137
498.691993	5621.342604
1213.948371	10255.702503
1932.986482	17122.295643
2787.889653	22279.643765
2941.988750	23552.152027
4508.420022	38588.038660
3924.696138	32386.392907
1972.804694	17553.412485
2197.325070	18369.338118
3645.443268	28932.902701
157.755874	2317.241165
4201.937662	35081.985147
3845.065745	31236.698761
4224.349754	36448.732447
4426.765407	37375.329355
1037.169467	11174.588402
1606.047692	14078.205241
984.555791	9925.783966
257.536639	4304.382041
3849.536161	32426.346321
4168.465214	35048.839412
2966.049357	25361.111392
498.185209	6911.308177
1292.192257	11857.613265
1532.312718	15105.784250
2768.273273	22951.928725
1716.076369	14781.611412
4661.166079	37275.284631
3246.035307	28055.344153
514.134537	5678.070688
2709.345658	22401.683057
2598.258114	23179.795088
3802.421844	32282.950010
2854.427524	25056.613994
2355.259348	19687.231596
2259.483872	18820.090930
61.919864	626.019690
4616.885909	36923.752911
164.387277	1848.175803
3255.615355	26817.974180
846.713689	7324.331745
3386.768591	28376.985487
2994.099559	25556.266362
3123.932170	25500.478124
1933.450497	17504.961593
3912.935580	33794.733645
189.370713	2407.432729
3958.189508	33762.757778
94.007594	1832.557369
3051.751041	25653.939600
3516.580716	28054.781689
3972.991502	33632.084767
536.768141	6407.682476
4138.605652	33218.129244
4498.955575	37089.653458
2397.855417	19209.818349
3418.109633	27558.455935
2908.459319	23896.153153
3832.558672	30991.523539
2652.344058	21478.782434
4670.458198	37951.404917
408.805325	6155.579405
3076.473327	27000.494396
3851.621467	32425.445177
1179.611860	10490.158538
619.747863	7729.065541
2214.607420	20305.864931
3274.693153	27601.966398
3182.616773	26669.437589
3452.530980	28969.405684
4807.519813	38608.648690
3027.241609	25925.525854
1635.010399	13518.477454
4637.838634	37034.276526
1968.092416	16970.759905
1233.578241	10758.935748
3855.462325	31539.024624
1498.379522	13033.452053
1009.378396	8209.077124
102.416570	2125.020386
2253.373494	18290.731612
1885.182833	17620.400700
314.903795	2591.461025
2219.356474	19686.368741
2573.174789	20794.912344
1179.092916	10772.439284
1522.273848	14587.448061
606.324042	6699.340056
142.035449	1272.093748
3624.853321	29992.151338
2534.345366	22999.125146
3748.678478	30541.243269
1500.815126	12041.827028
3321.743341	27830.118391
597.058987	6786.042159
4699.183779	38950.139816
4146.324345	33809.224703
2318.413396	21049.595124
1744.242595	16545.357217
2958.748708	26037.809156
209.657322	4144.187891
1698.111983	14496.280198
3344.176148	27884.438389
4889.215422	40837.561503
2548.598700	22305.461628
596.339463	4775.610602
3372.500301	29333.249512
1472.751755	14595.186146
4592.075941	39267.774008
2383.508946	19002.205486
3218.655006	26756.668105
3039.567407	25506.814728
3667.059335	29275.335421
1826.207485	14719.028123
4895.750673	41668.598526
4728.719313	37537.186990
3922.797816	31943.310529
1837.339165	15920.647178
3731.267319	30605.312233
753.185558	6736.730660
240.623322	2716.595900
1362.810082	12967.810236
694.542961	7205.419928
3486.439047	27801.146742
2630.056931	21364.525708
475.753825	4279.459685
2952.640717	25508.147137
3213.691282	26439.536208
3873.302035	30718.909075
2031.001978	18356.624781
4824.854962	39291.626439
3874.460700	32952.743619
3186.552584	25679.728563
1014.626737	9191.360284
2438.354449	20384.049081
3197.685919	26948.264261
3117.337317	27440.432208
1292.101395	12526.715202
2396.057838	21855.295690
4098.499179	32495.270881
648.488433	7883.663779
874.826704	9093.464817
3089.574237	26937.229791
220.829197	2927.743057
4128.416755	34067.790185
731.928975	8172.320862
4011.552464	34554.404402
2700.924488	22723.027971
318.189538	4750.904881
4115.924949	34271.623366
483.363518	5218.703992
435.521757	5611.823735
1874.106867	15888.411728
2412.581112	21681.213146
1506.163593	12842.625692
4296.279477	35339.753645
1085.333291	8703.664176
755.781173	8494.325178
4259.624167	34342.444295
1137.783800	11049.482455
3228.441546	26706.436070
2341.312632	19898.325481
1476.102451	11723.092608
4438.099055	36247.423040
3757.788345	31911.966520
4550.835977	38608.951451
867.634865	9867.608410
2841.852697	24166.031522
1713.980884	13735.538931
2011.906440	17875.952385
1765.514096	14776.178277
374.796500	4680.678887
1479.292094	12401.374074
2025.754918	16496.961250
2107.188044	18597.072296
4126.957180	32906.502452
33.251492	1144.471815
2575.623594	21316.798422
1510.506932	13178.631007
3303.645932	26341.561909
567.746647	6211.942245
4509.447140	36597.492848
2840.839640	23923.738149
4177.123250	35835.570830
